Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering,UGC,Colourfulness
81,0.53811,43.04467,0.0,0.0,0.4,3.626,12.58111,0,0,122,55.86296,0.00021,0.3297,1.154,-1.0,1.0,192.48417326363395
82,0.53563,42.99076,0.0,0.0,1.8,3.606,13.06791,0,0,122,55.86526,0.00019,0.3317,1.214,-1.0,1.0,192.42651588669668
83,0.541,42.87266,0.0,0.0,0.7,3.667,13.1041,0,0,122,55.86607,0.00016,0.3265,1.079,-1.0,1.0,192.31490926673854
84,0.5511,43.26633,0.0,0.0,0.4,3.592,13.19809,0,0,122,55.83835,0.00024,0.3256,1.088,-1.0,1.0,192.2716025387423
85,0.55516,43.28636,0.0,0.0,0.5,3.613,12.72977,0,0,122,55.8589,0.00019,0.3282,1.105,-1.0,1.0,192.5731749115959
86,0.54946,43.26016,0.0,0.0,0.5,3.612,13.3132,0,0,121,55.86975,0.00031,0.3328,1.107,-1.0,1.0,192.48512099031754
87,0.55544,43.45974,0.0,0.0,0.4,3.591,13.3442,0,0,121,55.86722,0.00021,0.3337,1.075,-1.0,1.0,192.4172652679239
88,0.55692,43.49066,0.0,0.0,0.8,3.679,13.38472,0,0,121,55.86409,0.00017,0.3379,1.115,0.69763,1.0,192.6630696198886
89,0.56243,43.66103,0.0,0.0,1.8,3.621,12.95632,0,0,122,55.84179,0.00019,0.3371,1.107,-1.0,1.0,192.63022590842303
90,0.54439,43.83233,0.0,0.0,0.3,3.523,13.57346,0,0,121,55.86414,0.00012,0.338,1.177,-1.0,1.0,192.68747887558777
91,0.54205,43.64279,0.0,0.0,0.9,3.655,13.57391,0,0,121,55.85571,0.00028,0.338,1.18,-1.0,1.0,192.69121528056974
92,0.5508,43.58183,0.0,0.0,0.8,3.682,13.056,0,0,121,55.84923,0.00019,0.3435,1.19,-1.0,1.0,192.70132525159812
93,0.55227,43.62305,0.0,0.0,0.5,3.649,13.73728,0,0,122,55.83479,9e-05,0.3434,1.152,-1.0,1.0,193.1500430786882
94,0.54249,43.44755,0.0,0.0,1.5,3.684,13.69916,0,0,121,55.79623,0.00012,0.343,1.261,-1.0,1.0,193.25086318081625
95,0.5675,43.70185,0.0,0.0,1.0,3.689,13.69773,0,0,121,55.77855,0.00016,0.349,1.112,-1.0,1.0,193.5700849857212
96,0.56363,43.72322,0.0,0.0,1.0,3.609,13.21529,0,0,121,55.75599,0.00017,0.3594,1.148,0.64931,1.0,194.0175637690079
97,0.54994,43.6888,0.0,0.0,0.5,3.637,13.82009,0,0,121,55.71551,0.0001,0.3568,1.242,-1.0,1.0,194.59301978402283
98,0.53009,43.74251,0.0,0.0,0.8,3.533,13.79107,0,0,121,55.67353,0.00021,0.3571,1.247,-1.0,1.0,194.88321846609043
99,0.5431,44.00959,0.0,0.0,0.5,3.489,14.02339,0,0,121,55.58509,0.0001,0.3613,1.321,-1.0,1.0,195.677267776394
100,0.52742,44.14243,0.0,0.0,0.7,3.432,14.31447,0,0,121,55.30806,0.00021,0.3662,1.538,-1.0,1.0,196.1284854167451
101,0.54243,44.18738,0.0,0.0,0.4,3.33,14.98107,0,0,122,54.95556,0.00019,0.3661,1.517,-1.0,1.0,196.00989898552095
102,0.53338,44.29675,0.0,0.0,0.8,3.375,15.16573,0,0,121,54.53681,0.00014,0.3692,1.397,-1.0,1.0,196.2867795084561
103,0.55254,44.33542,0.0,0.0,1.0,3.373,15.35983,0,0,121,54.05916,0.00016,0.3659,1.182,-1.0,1.0,196.7880675430248
104,0.4907,44.22439,0.0,0.0,0.8,3.498,14.72259,0,0,121,53.63567,0.00016,0.3674,1.235,0.65336,1.0,196.93740025972775
105,0.54385,44.07173,0.0,0.0,0.1,3.477,15.68566,0,0,121,53.06661,0.00024,0.3681,1.219,-1.0,1.0,196.74076934511098
106,0.493,44.08606,0.0,0.0,0.8,3.478,15.41703,0,0,122,53.61746,0.00024,0.3727,1.179,-1.0,1.0,197.14612704318716
107,0.56446,44.029,0.0,0.0,1.1,3.388,14.42745,0,0,121,54.0578,0.00028,0.3713,1.107,-1.0,1.0,197.38383625603214
108,0.5728,43.96554,0.0,0.0,1.0,3.331,14.90908,0,0,121,54.49695,0.00023,0.3735,1.192,-1.0,1.0,197.1854563951403
109,0.56382,43.73897,0.0,0.0,0.8,3.391,14.59593,0,0,121,54.89207,0.00019,0.3724,1.25,-1.0,1.0,196.99709163048686
110,0.56784,43.84036,0.0,0.0,0.8,3.289,14.52004,0,0,121,55.21662,0.0003,0.3734,1.083,-1.0,1.0,196.55091692056635
111,0.57365,43.57252,0.0,0.0,0.5,3.367,14.01073,0,0,121,55.53909,0.0004,0.3742,1.204,-1.0,1.0,196.39145774633093
112,0.57952,43.8629,0.0,0.0,0.6,3.235,14.03449,0,0,122,55.61563,0.00026,0.3781,1.115,0.54716,1.0,195.8269258528975
113,0.58568,43.64664,0.0,0.0,0.4,3.372,13.94763,0,0,122,55.64308,0.00017,0.3795,0.992,-1.0,1.0,194.9693255701727
114,0.59033,43.773,0.0,0.0,0.6,3.366,13.99445,0,0,121,55.65598,0.00014,0.3833,0.985,-1.0,1.0,194.23540369621003
115,0.59693,43.84055,0.0,0.0,0.2,3.458,13.41839,0,0,121,55.69692,0.00023,0.3795,0.962,-1.0,1.0,193.9073662535169
116,0.58717,43.77899,0.0,0.0,0.3,3.436,13.80566,0,0,121,55.68127,0.00019,0.3785,0.999,-1.0,1.0,193.3861760234448
117,0.61162,43.58452,0.0,0.0,0.3,3.531,13.7088,0,0,122,55.70708,0.00024,0.3873,0.977,-1.0,1.0,193.20235887908072
118,0.59009,43.39285,0.0,0.0,0.3,3.535,13.67707,0,0,122,55.71359,0.00023,0.3839,0.988,-1.0,1.0,193.02693096376544
119,0.60892,43.48563,0.0,0.0,0.4,3.459,13.16126,0,0,122,55.75049,0.00016,0.3848,0.943,-1.0,1.0,192.88564972254966
120,0.59865,43.59303,0.0,0.0,1.1,3.423,13.81611,0,0,124,55.75742,0.00017,0.3822,0.963,0.60966,1.0,192.74215322513606
121,0.58904,43.8712,0.0,0.0,0.6,3.434,13.86749,0,0,123,55.74286,0.00012,0.3877,0.952,-1.0,1.0,192.74488708974522
122,0.59431,43.73386,0.0,0.0,1.0,3.406,13.46323,0,0,122,55.75355,0.00035,0.3944,0.975,-1.0,1.0,192.7065954387357
